,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp,Spot
15,Vladimir Guerrero Jr.,665489,R,665489,FC,144.0,43.0,0.299,0.13,0.3619938271604938,0.835,0.16600000000000004,92.42846153846155,0.635,130,0.108,0.515,0.477,0.308,0.177,0.103,0.109,29,9,0,5,TOR@SF,TOR,SF,2
16,Vladimir Guerrero Jr.,665489,R,665489,FF,373.0,116.0,0.311,0.094,0.39972621809744774,0.938,0.22500000000000003,93.17180327868853,0.62,305,0.164,0.551,0.315,0.308,0.295,0.162,0.127,69,28,1,18,TOR@SF,TOR,SF,2
20,Vladimir Guerrero Jr.,665489,R,665489,SI,406.0,130.0,0.32,0.042,0.3651834061135371,0.838,0.123,92.73597883597883,0.544,378,0.079,0.54,0.611,0.254,0.106,0.067,0.085,98,23,0,9,TOR@SF,TOR,SF,2
21,Vladimir Guerrero Jr.,665489,R,665489,SL,327.0,84.0,0.257,0.137,0.31962889518413595,0.745,0.18,90.60505415162454,0.537,277,0.112,0.451,0.433,0.238,0.245,0.151,0.073,55,14,0,15,TOR@SF,TOR,SF,2
24,Kazuma Okamoto,672960,R,672960,CH,12.0,2.0,0.167,0.145,0.22385714285714284,0.434,0.0,87.76666666666667,0.333,6,0.167,0.333,0.5,0.333,0.167,0.467,0.067,2,0,0,0,TOR@SF,TOR,SF,3
26,Kazuma Okamoto,672960,R,672960,CU,13.0,2.0,0.154,0.149,0.20214285714285715,0.445,0.07700000000000001,85.2125,0.0,8,0.0,0.375,0.625,0.125,0.125,0.357,0.0,1,1,0,0,TOR@SF,TOR,SF,3
27,Kazuma Okamoto,672960,R,672960,FC,13.0,1.0,0.077,0.218,0.1499333333333333,0.277,0.0,96.06,1.0,5,0.0,0.6,0.4,0.2,0.2,0.533,0.133,1,0,0,0,TOR@SF,TOR,SF,3
28,Kazuma Okamoto,672960,R,672960,FF,82.0,22.0,0.268,0.179,0.36861956521739125,0.872,0.256,94.20925925925927,0.676,54,0.204,0.574,0.259,0.259,0.37,0.304,0.109,13,3,0,6,TOR@SF,TOR,SF,3
30,Kazuma Okamoto,672960,R,672960,SI,51.0,11.0,0.216,0.126,0.3143928571428572,0.732,0.23500000000000001,90.85853658536585,0.737,41,0.122,0.537,0.463,0.122,0.341,0.193,0.053,5,3,0,3,TOR@SF,TOR,SF,3
31,Kazuma Okamoto,672960,R,672960,SL,30.0,8.0,0.267,0.187,0.3724571428571428,0.871,0.23299999999999998,86.0125,0.5,16,0.125,0.375,0.25,0.438,0.188,0.4,0.143,5,1,0,2,TOR@SF,TOR,SF,3
34,Daulton Varsho,662139,R,662139,CH,174.0,43.0,0.247,0.152,0.33744021739130436,0.803,0.276,86.17753623188406,0.531,138,0.101,0.341,0.449,0.196,0.268,0.212,0.053,18,11,5,9,TOR@SF,TOR,SF,4
35,Daulton Varsho,662139,R,662139,CU,91.0,22.0,0.242,0.096,0.3210510204081633,0.758,0.22000000000000003,86.721875,0.457,64,0.094,0.344,0.344,0.234,0.312,0.276,0.051,11,6,1,4,TOR@SF,TOR,SF,4
37,Daulton Varsho,662139,R,662139,FC,123.0,27.0,0.22,0.118,0.2902330827067669,0.674,0.17800000000000002,83.66857142857144,0.393,105,0.095,0.295,0.314,0.219,0.314,0.142,0.075,15,7,0,5,TOR@SF,TOR,SF,4
38,Daulton Varsho,662139,R,662139,FF,440.0,84.0,0.191,0.152,0.30360202020202015,0.707,0.236,90.74054054054054,0.556,296,0.122,0.463,0.216,0.216,0.392,0.294,0.107,38,15,4,27,TOR@SF,TOR,SF,4
41,Daulton Varsho,662139,R,662139,SI,129.0,32.0,0.248,0.089,0.29687142857142856,0.687,0.132,91.45204081632653,0.489,98,0.041,0.469,0.429,0.204,0.276,0.221,0.079,24,3,1,4,TOR@SF,TOR,SF,4
42,Daulton Varsho,662139,R,662139,SL,131.0,25.0,0.191,0.152,0.2730642857142857,0.64,0.20600000000000002,83.96875,0.426,80,0.1,0.312,0.288,0.2,0.388,0.364,0.043,10,9,0,6,TOR@SF,TOR,SF,4
45,Ernie Clement,676391,R,676391,CH,43.0,11.0,0.256,0.137,0.28272727272727266,0.668,0.139,82.75555555555555,0.389,36,0.0,0.278,0.333,0.25,0.25,0.159,0.023,7,3,0,1,TOR@SF,TOR,SF,5
47,Ernie Clement,676391,R,676391,CU,66.0,11.0,0.167,0.08,0.1544090909090909,0.364,0.03,81.15666666666667,0.148,60,0.0,0.15,0.5,0.2,0.25,0.091,0.0,9,2,0,0,TOR@SF,TOR,SF,5
49,Ernie Clement,676391,R,676391,FC,92.0,20.0,0.217,0.083,0.24316842105263156,0.563,0.10900000000000001,85.27640449438202,0.419,89,0.056,0.281,0.438,0.169,0.315,0.052,0.031,12,7,0,1,TOR@SF,TOR,SF,5
50,Ernie Clement,676391,R,676391,FF,218.0,65.0,0.298,0.065,0.348930735930736,0.819,0.188,88.66417910447761,0.372,201,0.03,0.284,0.244,0.254,0.348,0.085,0.047,39,18,1,7,TOR@SF,TOR,SF,5
53,Ernie Clement,676391,R,676391,SI,172.0,59.0,0.343,0.033,0.3649946808510639,0.843,0.10499999999999998,85.18982035928144,0.342,167,0.012,0.293,0.473,0.281,0.174,0.037,0.063,47,8,2,2,TOR@SF,TOR,SF,5
54,Ernie Clement,676391,R,676391,SL,201.0,48.0,0.239,0.114,0.2480873786407767,0.577,0.08400000000000002,83.41885714285714,0.3,175,0.023,0.217,0.48,0.223,0.234,0.139,0.024,41,2,0,5,TOR@SF,TOR,SF,5
57,Yohendrick Pinango,682818,R,682818,CH,24.0,3.0,0.125,0.153,0.19256,0.452,0.16699999999999998,85.8,0.125,19,0.053,0.158,0.368,0.158,0.263,0.2,0.04,1,1,0,1,TOR@SF,TOR,SF,6
58,Yohendrick Pinango,682818,R,682818,CU,8.0,1.0,0.125,0.111,0.106875,0.25,0.0,81.16666666666667,1.0,3,0.0,0.333,0.333,0.333,0.0,0.625,0.0,1,0,0,0,TOR@SF,TOR,SF,6
59,Yohendrick Pinango,682818,R,682818,FC,9.0,4.0,0.444,0.176,0.6062,1.5,0.556,95.28571428571429,0.667,7,0.143,0.571,0.143,0.429,0.429,0.2,0.1,1,2,0,1,TOR@SF,TOR,SF,6
60,Yohendrick Pinango,682818,R,682818,FF,38.0,13.0,0.342,0.108,0.35659090909090907,0.8,0.025999999999999968,89.63870967741936,0.4,31,0.065,0.452,0.484,0.258,0.226,0.159,0.136,12,1,0,0,TOR@SF,TOR,SF,6
62,Yohendrick Pinango,682818,R,682818,SI,14.0,4.0,0.286,0.049,0.35173333333333334,0.833,0.21400000000000002,96.25833333333333,0.75,12,0.083,0.75,0.667,0.333,0.0,0.133,0.067,3,0,0,1,TOR@SF,TOR,SF,6
63,Yohendrick Pinango,682818,R,682818,SL,12.0,4.0,0.333,0.128,0.31775,0.75,0.08399999999999996,100.81,0.625,10,0.1,0.7,0.2,0.3,0.5,0.167,0.0,3,1,0,0,TOR@SF,TOR,SF,6
65,Sean Keys,815873,R,815873,CH,3.0,1.0,0.333,0.222,0.285,0.666,0.0,94.2,1.0,3,0.0,0.667,0.333,0.333,0.0,0.0,0.0,1,0,0,0,TOR@SF,TOR,SF,7
67,Sean Keys,815873,R,815873,CU,3.0,0.0,0.0,0.571,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,TOR@SF,TOR,SF,7
68,Sean Keys,815873,R,815873,FC,1.0,0.0,0.0,0.083,0.0,0.0,0.0,105.3,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,TOR@SF,TOR,SF,7
69,Sean Keys,815873,R,815873,FF,9.0,2.0,0.222,0.04,0.3624444444444444,0.889,0.44500000000000006,92.7125,0.667,8,0.0,0.625,0.125,0.375,0.375,0.111,0.0,0,1,0,1,TOR@SF,TOR,SF,7
71,Sean Keys,815873,R,815873,SI,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,TOR@SF,TOR,SF,7
72,Sean Keys,815873,R,815873,SL,1.0,0.0,0.0,0.118,0.0,0.0,0.0,92.4,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,TOR@SF,TOR,SF,7
74,Brandon Valenzuela,678218,R,678218,CH,13.0,4.0,0.308,0.118,0.39819999999999994,0.938,0.23000000000000004,78.92,0.25,10,0.1,0.1,0.3,0.3,0.1,0.2,0.133,3,0,0,1,TOR@SF,TOR,SF,8
75,Brandon Valenzuela,678218,R,678218,CU,14.0,4.0,0.286,0.182,0.35,0.804,0.14300000000000002,84.5875,0.2,8,0.0,0.25,0.375,0.5,0.125,0.375,0.125,2,2,0,0,TOR@SF,TOR,SF,8
77,Brandon Valenzuela,678218,R,678218,FC,11.0,3.0,0.273,0.019,0.30453846153846154,0.658,0.0,78.2090909090909,0.429,11,0.0,0.273,0.364,0.455,0.182,0.0,0.154,3,0,0,0,TOR@SF,TOR,SF,8
78,Brandon Valenzuela,678218,R,678218,FF,41.0,9.0,0.22,0.103,0.24746511627906972,0.567,0.097,90.14838709677419,0.474,31,0.065,0.452,0.323,0.258,0.355,0.25,0.045,7,1,0,1,TOR@SF,TOR,SF,8
81,Brandon Valenzuela,678218,R,678218,SI,11.0,4.0,0.364,0.122,0.44006666666666666,0.988,0.09100000000000003,86.67142857142858,0.2,7,0.0,0.286,0.286,0.429,0.286,0.267,0.267,3,1,0,0,TOR@SF,TOR,SF,8
82,Brandon Valenzuela,678218,R,678218,SL,10.0,2.0,0.2,0.273,0.40279999999999994,1.0,0.6000000000000001,93.2,0.667,5,0.4,0.6,0.4,0.0,0.6,0.5,0.0,0,0,0,2,TOR@SF,TOR,SF,8
85,Andres Gimenez,665926,R,665926,CH,194.0,40.0,0.206,0.131,0.2299556650246305,0.527,0.08299999999999999,83.32634730538922,0.316,167,0.042,0.228,0.491,0.281,0.192,0.146,0.044,32,4,0,4,TOR@SF,TOR,SF,9
87,Andres Gimenez,665926,R,665926,CU,135.0,36.0,0.267,0.154,0.30916901408450703,0.719,0.15499999999999997,87.434,0.34,100,0.05,0.27,0.52,0.28,0.19,0.262,0.028,25,6,0,5,TOR@SF,TOR,SF,9
89,Andres Gimenez,665926,R,665926,FC,88.0,24.0,0.273,0.111,0.3171473684210526,0.732,0.13599999999999995,82.89868421052631,0.243,76,0.013,0.211,0.382,0.303,0.184,0.135,0.031,17,4,1,2,TOR@SF,TOR,SF,9
90,Andres Gimenez,665926,R,665926,FF,417.0,107.0,0.257,0.123,0.3284310344827586,0.757,0.172,88.29911242603549,0.383,338,0.047,0.349,0.302,0.254,0.317,0.179,0.077,66,24,3,14,TOR@SF,TOR,SF,9
93,Andres Gimenez,665926,R,665926,SI,122.0,37.0,0.303,0.087,0.34005263157894733,0.779,0.123,86.58392857142857,0.5,112,0.054,0.357,0.607,0.196,0.161,0.096,0.059,28,6,0,3,TOR@SF,TOR,SF,9
94,Andres Gimenez,665926,R,665926,SL,159.0,28.0,0.176,0.177,0.2373388888888889,0.505,0.063,85.13583333333332,0.361,120,0.025,0.275,0.417,0.242,0.267,0.234,0.06,21,5,1,1,TOR@SF,TOR,SF,9
0,Luis Arraez,650333,R,650333,CH,185.0,55.0,0.297,0.024,0.28481770833333336,0.656,0.038000000000000034,85.08626373626375,0.245,182,0.022,0.203,0.429,0.258,0.28,0.021,0.031,48,7,0,0,TOR@SF,SF,TOR,1
2,Luis Arraez,650333,R,650333,CU,134.0,55.0,0.41,0.031,0.4002101449275362,0.939,0.10500000000000004,87.00458015267176,0.295,131,0.008,0.237,0.382,0.366,0.229,0.029,0.029,44,9,1,1,TOR@SF,SF,TOR,1
5,Luis Arraez,650333,R,650333,FF,625.0,227.0,0.363,0.026,0.3822261001517451,0.896,0.14100000000000001,87.56580226904376,0.29,617,0.021,0.251,0.373,0.321,0.261,0.023,0.047,168,42,5,12,TOR@SF,SF,TOR,1
7,Luis Arraez,650333,R,650333,PO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,TOR@SF,SF,TOR,1
9,Luis Arraez,650333,R,650333,SI,223.0,62.0,0.278,0.024,0.3008067226890756,0.69,0.09399999999999997,87.86244343891403,0.327,221,0.032,0.299,0.452,0.276,0.235,0.025,0.062,48,10,1,3,TOR@SF,SF,TOR,1
10,Luis Arraez,650333,R,650333,SL,132.0,37.0,0.28,0.057,0.29436170212765955,0.67,0.06799999999999995,86.53870967741935,0.289,124,0.032,0.25,0.306,0.315,0.355,0.07,0.049,28,9,0,0,TOR@SF,SF,TOR,1
13,Casey Schmitt,669477,R,669477,CH,23.0,7.0,0.304,0.196,0.47283333333333327,1.146,0.522,90.90714285714286,0.6,14,0.286,0.5,0.214,0.143,0.571,0.4,0.0,3,0,0,4,TOR@SF,SF,TOR,2
15,Casey Schmitt,669477,R,669477,CU,40.0,6.0,0.15,0.179,0.20235714285714282,0.465,0.12500000000000003,87.7,0.467,23,0.043,0.391,0.217,0.348,0.304,0.405,0.024,3,2,0,1,TOR@SF,SF,TOR,2
18,Casey Schmitt,669477,R,669477,FF,177.0,40.0,0.226,0.112,0.2911489361702127,0.678,0.18599999999999997,92.05972222222222,0.538,144,0.104,0.479,0.236,0.215,0.417,0.193,0.047,23,9,0,8,TOR@SF,SF,TOR,2
22,Casey Schmitt,669477,R,669477,SI,136.0,37.0,0.272,0.056,0.32438,0.735,0.132,86.97295081967214,0.449,122,0.025,0.41,0.516,0.238,0.164,0.117,0.032,27,6,0,4,TOR@SF,SF,TOR,2
23,Casey Schmitt,669477,R,669477,SL,121.0,21.0,0.174,0.212,0.2197322834645669,0.509,0.124,86.84050632911392,0.565,79,0.101,0.418,0.354,0.215,0.367,0.336,0.047,13,4,1,3,TOR@SF,SF,TOR,2
26,Heliot Ramos,671218,R,671218,CH,36.0,11.0,0.306,0.083,0.3446410256410256,0.803,0.138,88.20344827586207,0.692,29,0.034,0.448,0.414,0.241,0.207,0.179,0.077,8,2,0,1,TOR@SF,SF,TOR,3
27,Heliot Ramos,671218,R,671218,CU,84.0,22.0,0.262,0.167,0.3025632183908046,0.716,0.16699999999999998,92.66333333333334,0.586,60,0.117,0.55,0.467,0.2,0.283,0.276,0.034,16,2,0,4,TOR@SF,SF,TOR,3
30,Heliot Ramos,671218,R,671218,FF,247.0,54.0,0.219,0.154,0.30108833922261485,0.681,0.145,95.42077922077921,0.682,154,0.136,0.61,0.377,0.24,0.312,0.331,0.116,36,8,2,8,TOR@SF,SF,TOR,3
34,Heliot Ramos,671218,R,671218,SI,213.0,67.0,0.315,0.045,0.3534793388429752,0.803,0.09299999999999997,84.25,0.531,190,0.042,0.363,0.711,0.189,0.068,0.099,0.074,56,6,1,4,TOR@SF,SF,TOR,3
35,Heliot Ramos,671218,R,671218,SL,195.0,47.0,0.241,0.158,0.2710544554455446,0.635,0.128,91.42123287671232,0.487,146,0.089,0.459,0.425,0.24,0.295,0.246,0.03,33,8,1,5,TOR@SF,SF,TOR,3
38,Rafael Devers,646240,R,646240,CH,220.0,51.0,0.232,0.122,0.2802761506276151,0.642,0.11799999999999997,92.41803278688525,0.667,183,0.077,0.519,0.503,0.235,0.208,0.158,0.079,33,14,0,4,TOR@SF,SF,TOR,4
40,Rafael Devers,646240,R,646240,CU,123.0,37.0,0.301,0.145,0.4056978417266187,0.958,0.284,93.07368421052631,0.529,95,0.158,0.484,0.421,0.232,0.305,0.218,0.106,20,8,0,9,TOR@SF,SF,TOR,4
43,Rafael Devers,646240,R,646240,FF,498.0,127.0,0.255,0.154,0.3781114982578397,0.894,0.28700000000000003,95.42127659574467,0.691,329,0.176,0.626,0.334,0.21,0.362,0.298,0.132,56,35,0,36,TOR@SF,SF,TOR,4
46,Rafael Devers,646240,R,646240,PO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,TOR@SF,SF,TOR,4
47,Rafael Devers,646240,R,646240,SI,135.0,43.0,0.319,0.076,0.4150322580645161,0.979,0.25899999999999995,95.5824074074074,0.759,108,0.157,0.63,0.454,0.287,0.25,0.185,0.121,24,11,0,8,TOR@SF,SF,TOR,4
48,Rafael Devers,646240,R,646240,SL,112.0,36.0,0.321,0.138,0.4775190839694656,1.167,0.429,91.6280487804878,0.592,82,0.207,0.537,0.293,0.28,0.317,0.235,0.129,16,5,2,13,TOR@SF,SF,TOR,4
51,Jung Hoo Lee,808982,R,808982,CH,97.0,29.0,0.299,0.063,0.31122999999999995,0.726,0.11299999999999999,85.93510638297872,0.217,94,0.032,0.255,0.489,0.266,0.223,0.049,0.029,21,6,1,1,TOR@SF,SF,TOR,5
53,Jung Hoo Lee,808982,R,808982,CU,74.0,16.0,0.216,0.052,0.2523333333333333,0.577,0.10800000000000001,83.80441176470588,0.294,68,0.015,0.309,0.426,0.221,0.279,0.089,0.013,10,5,0,1,TOR@SF,SF,TOR,5
56,Jung Hoo Lee,808982,R,808982,FF,266.0,80.0,0.301,0.036,0.3608695652173913,0.84,0.16100000000000003,89.25560165975104,0.401,241,0.046,0.402,0.398,0.315,0.253,0.084,0.107,52,18,5,5,TOR@SF,SF,TOR,5
59,Jung Hoo Lee,808982,R,808982,SI,81.0,22.0,0.272,0.031,0.3163111111111111,0.724,0.11099999999999999,91.11866666666666,0.45,75,0.053,0.48,0.467,0.253,0.28,0.077,0.099,17,2,2,1,TOR@SF,SF,TOR,5
60,Jung Hoo Lee,808982,R,808982,SL,76.0,24.0,0.316,0.081,0.32630487804878056,0.739,0.066,86.07971014492753,0.226,69,0.043,0.29,0.464,0.232,0.217,0.107,0.036,19,5,0,0,TOR@SF,SF,TOR,5
63,Willy Adames,642715,R,642715,CH,86.0,16.0,0.186,0.229,0.29312999999999995,0.66,0.174,87.25750000000001,0.6,40,0.125,0.475,0.375,0.225,0.275,0.46,0.12,9,3,0,4,TOR@SF,SF,TOR,6
64,Willy Adames,642715,R,642715,CU,91.0,20.0,0.22,0.163,0.30757142857142855,0.727,0.231,85.85490196078432,0.435,51,0.059,0.294,0.353,0.294,0.157,0.408,0.061,11,3,0,6,TOR@SF,SF,TOR,6
67,Willy Adames,642715,R,642715,FF,447.0,106.0,0.237,0.123,0.3482705882352941,0.813,0.248,92.06034985422741,0.604,343,0.155,0.496,0.227,0.216,0.455,0.211,0.114,56,19,1,30,TOR@SF,SF,TOR,6
71,Willy Adames,642715,R,642715,SI,333.0,92.0,0.276,0.08,0.34089276139410185,0.782,0.15899999999999997,85.15882352941178,0.416,289,0.076,0.329,0.488,0.197,0.235,0.129,0.097,64,15,1,12,TOR@SF,SF,TOR,6
72,Willy Adames,642715,R,642715,SL,273.0,66.0,0.242,0.209,0.3223020134228188,0.754,0.20900000000000002,86.02786885245902,0.567,183,0.126,0.35,0.366,0.251,0.279,0.307,0.08,33,21,0,12,TOR@SF,SF,TOR,6
75,Bryce Eldridge,805811,R,805811,CH,25.0,7.0,0.28,0.124,0.31696296296296295,0.721,0.12,86.095,0.545,20,0.15,0.35,0.45,0.25,0.3,0.214,0.071,4,3,0,0,TOR@SF,SF,TOR,7
76,Bryce Eldridge,805811,R,805811,CU,13.0,3.0,0.231,0.083,0.3361111111111111,0.675,0.0,90.93333333333334,0.5,9,0.0,0.667,0.556,0.111,0.333,0.222,0.278,3,0,0,0,TOR@SF,SF,TOR,7
78,Bryce Eldridge,805811,R,805811,FF,52.0,12.0,0.231,0.1,0.381859375,0.894,0.28800000000000003,98.08205128205128,0.815,39,0.231,0.692,0.256,0.231,0.462,0.203,0.188,5,3,0,4,TOR@SF,SF,TOR,7
81,Bryce Eldridge,805811,R,805811,SI,17.0,7.0,0.412,0.029,0.5103809523809524,1.23,0.294,100.25833333333333,0.857,12,0.25,0.833,0.417,0.25,0.333,0.238,0.19,4,2,0,1,TOR@SF,SF,TOR,7
82,Bryce Eldridge,805811,R,805811,SL,15.0,2.0,0.133,0.222,0.18435294117647058,0.368,0.0,91.25999999999999,0.0,5,0.0,0.4,0.4,0.2,0.0,0.588,0.059,2,0,0,0,TOR@SF,SF,TOR,7
84,Victor Bericoto,682674,R,682674,CH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,TOR@SF,SF,TOR,8
85,Victor Bericoto,682674,R,682674,CU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,TOR@SF,SF,TOR,8
87,Victor Bericoto,682674,R,682674,FF,5.0,1.0,0.2,0.133,0.40279999999999994,1.0,0.6000000000000001,95.825,1.0,4,0.25,0.75,0.5,0.25,0.25,0.2,0.0,0,0,0,1,TOR@SF,SF,TOR,8
89,Victor Bericoto,682674,R,682674,SI,5.0,2.0,0.4,0.0,0.34199999999999997,0.8,0.0,75.26,0.0,5,0.0,0.2,1.0,0.0,0.0,0.0,0.0,2,0,0,0,TOR@SF,SF,TOR,8
90,Victor Bericoto,682674,R,682674,SL,5.0,2.0,0.4,0.188,0.8055999999999999,2.0,1.2000000000000002,92.22,0.667,5,0.4,0.4,0.4,0.0,0.6,0.0,0.0,0,0,0,2,TOR@SF,SF,TOR,8
92,Drew Cavanaugh,701852,R,701852,CH,3.0,0.0,0.0,0.2,0.0,0.0,0.0,66.2,0.0,2,0.0,0.0,1.0,0.0,0.0,0.333,0.0,0,0,0,0,TOR@SF,SF,TOR,9
93,Drew Cavanaugh,701852,R,701852,CU,2.0,0.0,0.0,0.222,0.0,0.0,0.0,100.4,1.0,1,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0,0,0,0,TOR@SF,SF,TOR,9
95,Drew Cavanaugh,701852,R,701852,FF,7.0,1.0,0.143,0.079,0.12214285714285714,0.286,0.0,79.96000000000001,0.0,5,0.0,0.0,0.0,0.4,0.0,0.286,0.0,1,0,0,0,TOR@SF,SF,TOR,9
97,Drew Cavanaugh,701852,R,701852,SI,2.0,2.0,1.0,0.0,0.8023333333333333,2.0,0.0,96.15,0.0,2,0.0,0.5,1.0,0.0,0.0,0.0,0.333,2,0,0,0,TOR@SF,SF,TOR,9
98,Drew Cavanaugh,701852,R,701852,SL,4.0,0.0,0.0,0.071,0.0,0.0,0.0,95.46666666666665,0.333,3,0.333,0.333,0.0,0.667,0.333,0.25,0.0,0,0,0,0,TOR@SF,SF,TOR,9
0,Willi Castro,650489,L,650489,CH,69.0,18.0,0.261,0.227,0.2859295774647887,0.673,0.13,80.93333333333332,0.368,54,0.093,0.241,0.519,0.148,0.204,0.211,0.028,11,6,0,1,COL@LAD,COL,LAD,1
1,Willi Castro,650489,L,650489,CU,56.0,16.0,0.286,0.184,0.307758064516129,0.694,0.05300000000000005,82.98181818181818,0.312,44,0.023,0.318,0.523,0.205,0.159,0.194,0.065,15,0,0,1,COL@LAD,COL,LAD,1
2,Willi Castro,650489,L,650489,FC,28.0,12.0,0.429,0.092,0.44945161290322583,1.055,0.14199999999999996,87.17692307692307,0.214,26,0.038,0.385,0.423,0.231,0.308,0.065,0.065,10,1,0,1,COL@LAD,COL,LAD,1
3,Willi Castro,650489,L,650489,FF,158.0,45.0,0.285,0.144,0.33901156069364163,0.79,0.15800000000000003,84.50377358490566,0.34,106,0.057,0.321,0.406,0.292,0.208,0.301,0.075,31,8,1,5,COL@LAD,COL,LAD,1
5,Willi Castro,650489,L,650489,SI,57.0,10.0,0.175,0.091,0.25111111111111106,0.57,0.14100000000000001,89.93829787234043,0.55,47,0.064,0.426,0.574,0.234,0.191,0.159,0.079,5,3,1,1,COL@LAD,COL,LAD,1
6,Willi Castro,650489,L,650489,SL,62.0,14.0,0.226,0.181,0.2668676470588235,0.596,0.07999999999999999,84.76458333333333,0.4,48,0.0,0.375,0.5,0.208,0.208,0.217,0.072,9,5,0,0,COL@LAD,COL,LAD,1
7,Willi Castro,650489,L,650489,ST,18.0,4.0,0.222,0.096,0.32130000000000003,0.744,0.222,92.8076923076923,0.583,13,0.077,0.538,0.0,0.462,0.462,0.25,0.0,2,1,0,1,COL@LAD,COL,LAD,1
9,Kyle Karros,691720,L,691720,CH,21.0,4.0,0.19,0.171,0.2263913043478261,0.499,0.04799999999999999,81.525,0.556,16,0.125,0.312,0.312,0.312,0.25,0.217,0.087,3,1,0,0,COL@LAD,COL,LAD,2
10,Kyle Karros,691720,L,691720,CU,10.0,0.0,0.0,0.226,0.06609090909090909,0.091,0.0,82.1,1.0,4,0.0,0.5,0.5,0.5,0.0,0.545,0.0,0,0,0,0,COL@LAD,COL,LAD,2
11,Kyle Karros,691720,L,691720,FC,6.0,1.0,0.167,0.1,0.27785714285714286,0.619,0.166,90.3,0.0,5,0.0,0.4,0.6,0.2,0.2,0.143,0.143,0,1,0,0,COL@LAD,COL,LAD,2
12,Kyle Karros,691720,L,691720,FF,42.0,17.0,0.405,0.092,0.4252127659574468,0.992,0.119,94.72058823529412,0.619,34,0.059,0.647,0.353,0.382,0.235,0.17,0.106,12,5,0,0,COL@LAD,COL,LAD,2
15,Kyle Karros,691720,L,691720,SI,13.0,1.0,0.077,0.107,0.19364285714285714,0.451,0.23099999999999998,93.01666666666667,0.667,12,0.083,0.667,0.5,0.167,0.333,0.071,0.071,0,0,0,1,COL@LAD,COL,LAD,2
16,Kyle Karros,691720,L,691720,SL,17.0,6.0,0.353,0.141,0.34800000000000003,0.824,0.118,85.21666666666667,0.25,12,0.0,0.25,0.25,0.333,0.333,0.294,0.0,4,2,0,0,COL@LAD,COL,LAD,2
17,Kyle Karros,691720,L,691720,ST,7.0,1.0,0.143,0.094,0.1782857142857143,0.429,0.143,84.39999999999999,0.0,3,0.0,0.0,0.333,0.333,0.333,0.571,0.0,0,1,0,0,COL@LAD,COL,LAD,2
19,Hunter Goodman,696100,L,696100,CH,71.0,21.0,0.296,0.263,0.38723287671232876,0.931,0.324,85.71111111111111,0.5,54,0.093,0.296,0.444,0.278,0.204,0.243,0.027,10,5,0,6,COL@LAD,COL,LAD,3
21,Hunter Goodman,696100,L,696100,CU,40.0,4.0,0.1,0.244,0.10114634146341464,0.222,0.0,90.51176470588236,0.375,17,0.0,0.529,0.529,0.176,0.294,0.561,0.0,4,0,0,0,COL@LAD,COL,LAD,3
23,Hunter Goodman,696100,L,696100,FC,10.0,2.0,0.2,0.104,0.32261538461538464,0.685,0.09999999999999998,96.9375,0.5,8,0.125,0.625,0.375,0.125,0.375,0.154,0.231,1,1,0,0,COL@LAD,COL,LAD,3
24,Hunter Goodman,696100,L,696100,FF,109.0,28.0,0.257,0.159,0.3570420168067227,0.849,0.275,91.34084507042253,0.583,71,0.239,0.521,0.239,0.268,0.408,0.325,0.067,14,5,2,7,COL@LAD,COL,LAD,3
26,Hunter Goodman,696100,L,696100,SI,27.0,15.0,0.556,0.13,0.757896551724138,1.882,0.74,99.08181818181819,0.611,22,0.364,0.636,0.182,0.455,0.364,0.172,0.069,5,5,0,5,COL@LAD,COL,LAD,3
27,Hunter Goodman,696100,L,696100,SL,39.0,11.0,0.282,0.201,0.3918372093023256,0.939,0.308,94.05714285714285,0.75,28,0.143,0.643,0.536,0.214,0.214,0.256,0.093,5,3,0,3,COL@LAD,COL,LAD,3
28,Hunter Goodman,696100,L,696100,ST,21.0,4.0,0.19,0.241,0.2576818181818182,0.608,0.191,88.62727272727273,0.75,11,0.182,0.364,0.545,0.091,0.273,0.455,0.045,2,1,0,1,COL@LAD,COL,LAD,3
